longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,price_income_ratio
-119.61,36.56,34,1911,497.0,1886,481,1.625,53000,INLAND,3.2615384615384615
-119.62,36.56,30,1722,372.0,1467,403,1.8878,51600,INLAND,2.733340396228414
-119.53,36.55,34,2065,343.0,1041,313,3.2917,111500,INLAND,3.387307470304098
-119.54,36.52,16,2703,415.0,1106,372,4.2045,120900,INLAND,2.8754905458437388
-119.55,36.51,46,1889,390.0,971,403,2.2132,76600,INLAND,3.461051870594614
-119.56,36.51,37,1018,213.0,663,204,1.6635,67000,INLAND,4.027652539825668
-119.56,36.51,9,3860,809.0,2157,770,2.5033,70100,INLAND,2.8003035992489913
-119.55,36.52,31,1986,417.0,1042,422,3.0294,70200,INLAND,2.3172905525846703
-119.56,36.53,19,2746,495.0,1670,518,3.2019,95700,INLAND,2.988850370092757
-119.73,36.56,32,1513,272.0,1038,272,3.0469,82700,INLAND,2.7142341396173157
-119.67,36.57,32,1604,292.0,868,276,2.1908,110000,INLAND,5.02099689611101
-119.65,36.51,30,1671,319.0,966,282,3.1333,100000,INLAND,3.1915233140778088
-119.59,36.52,35,990,192.0,674,178,3.3214,101600,INLAND,3.0589510447401698
-119.73,36.52,20,1741,331.0,1466,289,2.5921,94200,INLAND,3.6341190540488406
-119.77,36.44,26,1727,289.0,802,259,3.2083,75000,INLAND,2.337686625315588
-119.69,36.46,29,1702,301.0,914,280,2.8125,79200,INLAND,2.816
-119.69,36.43,29,1799,356.0,1278,387,1.7813,57900,INLAND,3.2504350755066524
-119.87,36.54,34,1370,287.0,818,269,2.4044,72500,INLAND,3.0153052736649477
-119.79,36.55,32,1393,276.0,999,245,2.0216,76800,INLAND,3.7989711119905025
-119.81,36.51,31,1241,254.0,767,226,2.7321,83600,INLAND,3.059917279748179
-119.84,36.54,19,1310,241.0,702,217,2.4375,78200,INLAND,3.2082051282051283
-119.83,36.54,31,1732,332.0,979,294,2.5208,60000,INLAND,2.3801967629324023
-119.89,36.64,34,1422,237.0,716,222,2.975,90000,INLAND,3.0252100840336134
-119.97,36.57,17,1497,308.0,1425,247,2.0313,69400,INLAND,3.4165312853837446
-119.9,36.58,20,1935,363.0,1319,359,2.4814,74600,INLAND,3.0063673732570324
-119.81,36.6,24,2246,462.0,1291,394,2.4006,76400,INLAND,3.182537698908606
-119.86,36.45,19,2439,462.0,1416,469,2.4474,75600,INLAND,3.0889924000980633
-119.86,36.43,34,1175,251.0,683,261,1.7176,58400,INLAND,3.400093153237075
-119.85,36.43,23,1824,354.0,1146,362,2.8913,60900,INLAND,2.1063189568706115
-119.97,36.44,18,1128,237.0,772,220,2.1771,39200,INLAND,1.8005603784851412
-120.08,36.34,18,1524,414.0,2030,356,2.1153,112500,INLAND,5.3183945539639765
-120.1,36.16,17,598,160.0,715,146,2.3295,55000,INLAND,2.3610216784717752
-120.1,36.21,12,1462,356.0,1708,367,1.5086,64700,INLAND,4.288744531353573
-120.09,36.19,12,1923,559.0,2809,535,1.4191,55100,INLAND,3.882742583327461
-120.27,36.29,11,1337,412.0,1376,318,2.4398,87500,INLAND,3.586359537667022
-120.43,36.18,29,579,116.0,218,99,2.1458,104200,INLAND,4.855997763072048
-120.37,36.16,36,613,124.0,310,124,3.0658,65000,INLAND,2.1201643942853416
-120.36,36.14,18,1206,274.0,622,217,1.8264,62000,INLAND,3.3946561541830924
-120.38,36.15,17,2279,448.0,1200,420,2.7461,70000,INLAND,2.549069589599796
-120.37,36.13,10,2522,533.0,1335,493,3.2639,86400,INLAND,2.6471399246300438
-120.37,36.15,34,2084,339.0,868,347,4.381,86300,INLAND,1.9698698927185574
-120.35,36.16,18,1519,296.0,846,272,2.7792,85300,INLAND,3.0692285549798504
-120.35,36.14,9,2671,647.0,1484,541,1.7075,60400,INLAND,3.5373352855051245
-120.36,36.13,29,1938,434.0,1306,415,3.0134,55500,INLAND,1.8417734120926528
-120.31,36.65,24,943,209.0,514,156,2.25,76600,INLAND,3.4044444444444446
-120.25,36.65,31,1177,221.0,744,223,2.4937,66000,INLAND,2.646669607410675
-120.18,36.59,25,948,198.0,613,171,2.3026,90600,INLAND,3.934682532789021
-120.19,36.61,29,1479,338.0,1408,322,2.293,57200,INLAND,2.494548626253816
-120.19,36.6,25,875,214.0,931,214,1.5536,58300,INLAND,3.7525746652935115
-120.22,36.49,14,1508,347.0,1679,345,2.4786,56000,INLAND,2.2593399499717584
-120.41,36.77,24,1335,312.0,1180,267,1.947,68900,INLAND,3.5387776065742167
-120.67,36.72,18,819,198.0,996,198,2.5,112500,INLAND,4.5
-120.51,36.55,20,1193,263.0,1274,241,1.9417,38800,INLAND,1.9982489570994488
-120.39,36.78,11,1947,488.0,2104,486,1.7184,55200,INLAND,3.212290502793296
-120.38,36.75,25,1689,495.0,1745,457,1.9056,60000,INLAND,3.1486146095717884
-120.38,36.76,25,991,272.0,941,262,1.8125,58000,INLAND,3.2
-120.38,36.76,12,932,244.0,1043,243,1.4038,54300,INLAND,3.8680723749821913
-120.46,36.87,20,1287,310.0,954,269,1.3386,63000,INLAND,4.7064096817570595
-120.45,36.86,34,673,173.0,539,182,2.3523,66000,INLAND,2.805764570845555
-120.44,36.84,29,1563,293.0,883,288,2.8182,90500,INLAND,3.2112696047122276
-120.45,36.85,20,1519,376.0,1681,370,2.1759,58100,INLAND,2.670159474240544
-120.51,36.86,21,1779,399.0,1446,371,2.4414,71900,INLAND,2.945031539280741
-120.55,36.97,42,1766,344.0,1084,323,2.3295,74400,INLAND,3.193818415969092
-120.69,36.84,18,902,195.0,771,174,2.2083,55000,INLAND,2.4906036317529323
-119.55,36.51,46,55,11.0,26,5,4.125,67500,INLAND,1.6363636363636365
-119.54,36.51,36,49,7.0,28,2,4.625,162500,INLAND,3.5135135135135136
-122.2,39.75,18,2603,576.0,1616,588,2.0192,63700,INLAND,3.154714738510301
-122.18,39.75,30,4157,834.0,1885,774,1.6948,67500,INLAND,3.9827708284163323
-122.16,39.74,20,707,126.0,337,125,3.0469,85000,INLAND,2.789720699727592
-122.19,39.74,39,4179,814.0,2111,809,2.3507,65600,INLAND,2.790658101842005
-122.25,39.79,16,2127,412.0,1104,369,3.0469,72200,INLAND,2.369621582592143
-122.16,39.78,32,1288,221.0,562,203,2.325,69600,INLAND,2.9935483870967743
-122.13,39.74,20,1401,280.0,668,250,2.2569,94300,INLAND,4.178297664938633
-122.18,39.7,23,1658,307.0,836,297,3.35,85400,INLAND,2.5492537313432835
-122.23,39.75,16,2026,396.0,1031,382,1.9375,73100,INLAND,3.7729032258064517
-122.74,39.71,16,255,73.0,85,38,1.6607,14999,INLAND,0.9031733606310592
-122.38,39.68,21,1155,210.0,510,175,2.3851,67500,INLAND,2.8300700180285943
-122.14,39.65,33,419,77.0,190,67,3.6429,87500,INLAND,2.4019325262840043
-122.18,39.55,28,1471,259.0,673,246,3.25,81600,INLAND,2.5107692307692306
-122.53,39.5,25,1231,240.0,658,211,2.4861,71900,INLAND,2.8920799646031936
-122.19,39.53,34,2679,533.0,1287,505,2.165,58700,INLAND,2.7113163972286376
-122.2,39.53,22,3265,658.0,1647,594,2.3566,71000,INLAND,3.0128150725621663
-122.23,39.53,8,1268,336.0,1237,326,1.3708,125000,INLAND,9.118762766267873
-122.22,39.51,17,1201,268.0,555,277,2.1,66900,INLAND,3.1857142857142855
-122.2,39.52,39,2551,482.0,1181,437,2.0625,63400,INLAND,3.0739393939393937
-122.2,39.51,37,2358,413.0,1060,424,2.8333,69700,INLAND,2.460028941516959
-122.19,39.5,23,462,97.0,261,90,2.1705,53000,INLAND,2.441833678875835
-122.04,39.72,23,2502,481.0,1443,455,2.5625,70000,INLAND,2.731707317073171
-122.05,39.6,34,2051,342.0,958,322,2.8466,95300,INLAND,3.3478535797091267
-122.1,39.47,43,1320,215.0,512,197,2.4917,77100,INLAND,3.094272986314565
-121.94,39.45,39,844,161.0,535,165,1.832,70500,INLAND,3.8482532751091703
-122.01,39.74,20,2332,518.0,1856,495,2.1746,58700,INLAND,2.699347006345995
-124.17,40.8,52,661,316.0,392,244,0.957,60000,NEAR OCEAN,6.269592476489028
-124.16,40.8,52,2416,618.0,1150,571,1.7308,80500,NEAR OCEAN,4.651028426161313
-124.16,40.79,52,1264,277.0,591,284,1.7778,76900,NEAR OCEAN,4.32557093036337
-124.17,40.8,52,1606,419.0,891,367,1.585,75500,NEAR OCEAN,4.763406940063091
-124.17,40.8,52,1557,344.0,758,319,1.8529,62500,NEAR OCEAN,3.373090830589886
-124.16,40.79,52,2148,421.0,975,430,2.2566,92700,NEAR OCEAN,4.107950013294337
-124.16,40.78,50,2285,403.0,837,353,2.5417,85400,NEAR OCEAN,3.3599559350041313
-124.17,40.78,39,1606,330.0,731,327,1.6369,68300,NEAR OCEAN,4.172521229152666
-124.19,40.78,37,1371,319.0,640,260,1.8242,70000,NEAR OCEAN,3.837298541826554
-124.18,40.79,39,1836,352.0,883,337,1.745,70500,NEAR OCEAN,4.040114613180516
-124.18,40.79,40,1398,311.0,788,279,1.4668,64600,NEAR OCEAN,4.404145077720207
-124.17,40.79,43,2285,479.0,1169,482,1.9688,70500,NEAR OCEAN,3.580861438439659
-124.16,40.78,43,2241,446.0,932,395,2.9038,82000,NEAR OCEAN,2.8238859425580274
-124.16,40.77,35,2141,438.0,1053,434,2.8529,85600,NEAR OCEAN,3.0004556766798696
-124.17,40.77,30,1895,366.0,990,359,2.2227,81300,NEAR OCEAN,3.657713591577811
-124.18,40.78,37,1453,293.0,867,310,2.5536,70200,NEAR OCEAN,2.7490601503759398
-124.18,40.78,33,1076,222.0,656,236,2.5096,72200,NEAR OCEAN,2.8769525023908193
-124.18,40.78,34,1592,364.0,950,317,2.1607,67000,NEAR OCEAN,3.100846947748415
-124.17,40.75,13,2171,339.0,951,353,4.8516,116100,NEAR OCEAN,2.3930249814494187
-124.17,40.76,26,1776,361.0,992,380,2.8056,82800,NEAR OCEAN,2.951240376390077
-124.19,40.77,30,2975,634.0,1367,583,2.442,69000,NEAR OCEAN,2.8255528255528257
-124.15,40.81,50,340,74.0,235,83,1.75,67500,NEAR OCEAN,3.857142857142857
-124.14,40.8,32,1373,312.0,872,306,2.5,72600,NEAR OCEAN,2.904
-124.15,40.8,47,1486,335.0,765,329,1.755,74100,NEAR OCEAN,4.222222222222222
-124.16,40.8,52,2167,480.0,908,451,1.6111,74700,NEAR OCEAN,4.636583700577245
-124.16,40.8,52,1703,500.0,952,435,1.1386,74100,NEAR OCEAN,6.5079922712102585
-124.14,40.79,38,1552,290.0,873,291,2.4896,81000,NEAR OCEAN,3.2535347043701806
-124.15,40.78,41,2127,358.0,911,349,3.1711,104200,NEAR OCEAN,3.2859260193623663
-124.16,40.78,46,1975,346.0,791,349,3.8,81800,NEAR OCEAN,2.1526315789473682
-124.16,40.79,46,3042,597.0,1206,541,2.1135,90600,NEAR OCEAN,4.286728176011356
-124.15,40.79,37,2692,488.0,1263,486,3.0216,86400,NEAR OCEAN,2.8594122319301034
-124.14,40.78,35,2426,423.0,982,432,3.4219,92800,NEAR OCEAN,2.7119436570326427
-124.14,40.77,27,3046,605.0,1407,571,2.9143,99600,NEAR OCEAN,3.4176303057337956
-124.15,40.76,24,2858,511.0,1388,512,3.375,100600,NEAR OCEAN,2.9807407407407407
-124.15,40.78,36,2112,374.0,829,368,3.3984,90000,NEAR OCEAN,2.6483050847457625
-124.11,40.81,23,959,212.0,425,175,2.5536,96100,NEAR OCEAN,3.763314536340852
-124.13,40.78,34,2142,420.0,1056,382,2.1101,86900,NEAR OCEAN,4.118288232785176
-124.13,40.8,31,2152,462.0,1259,420,2.2478,81100,NEAR OCEAN,3.60797223952309
-124.13,40.79,29,2474,453.0,1130,427,2.8833,83000,NEAR OCEAN,2.878645995907467
-124.13,40.79,32,2017,359.0,855,346,3.5833,92800,NEAR OCEAN,2.5897915329444925
-124.06,40.86,34,4183,,1891,669,3.2216,98100,NEAR OCEAN,3.0450707722870622
-124.05,40.85,31,2414,428.0,1005,401,3.5156,143000,NEAR OCEAN,4.067584480600751
-124.02,40.8,22,2588,435.0,1198,442,3.9792,133900,<1H OCEAN,3.3649979895456372
-124.08,40.86,18,1287,484.0,805,502,1.1157,150000,NEAR OCEAN,13.444474321054047
-124.09,40.86,25,1322,387.0,794,379,1.1742,75000,NEAR OCEAN,6.387327542156362
-124.09,40.87,44,692,206.0,398,211,1.1576,87500,NEAR OCEAN,7.558742225293711
-124.07,40.87,47,1765,326.0,796,333,2.2138,99200,NEAR OCEAN,4.480982925286837
-124.08,40.87,29,1710,469.0,990,425,1.1479,101100,NEAR OCEAN,8.807387403083892
-124.09,40.88,50,921,187.0,420,187,2.2188,105800,NEAR OCEAN,4.768343248602848
-124.07,40.87,31,334,134.0,780,130,0.7684,153100,NEAR OCEAN,19.924518479958355
-124.15,40.88,33,2235,506.0,1165,441,1.725,57500,NEAR OCEAN,3.3333333333333335
-124.1,40.88,35,2987,578.0,1581,585,2.0657,81100,NEAR OCEAN,3.9260299172193447
-124.09,40.88,31,1982,495.0,1052,467,1.5326,74100,NEAR OCEAN,4.834921049197442
-124.09,40.88,26,2683,555.0,1353,526,2.4321,82100,NEAR OCEAN,3.37568356564286
-124.1,40.9,18,4032,798.0,1948,775,2.7321,92600,NEAR OCEAN,3.3893342117784853
-124.23,40.81,52,1112,209.0,544,172,3.3462,50800,NEAR OCEAN,1.5181399796784412
-124.06,40.88,12,2087,424.0,1603,438,2.5667,139500,NEAR OCEAN,5.434994350722718
-123.74,40.66,25,2395,431.0,983,375,3.0469,136000,<1H OCEAN,4.463553119564147
-124.08,40.91,13,2522,719.0,1381,628,1.6667,78800,NEAR OCEAN,4.727905441891163
-123.76,41.03,24,2386,565.0,1058,414,2.0644,79800,<1H OCEAN,3.8655299360589033
-123.85,41.32,31,938,238.0,425,157,1.0486,36700,<1H OCEAN,3.499904634751097
-123.72,41.09,19,1970,431.0,1166,363,1.8208,50000,<1H OCEAN,2.7460456942003515
-123.63,41.11,19,1797,384.0,1033,327,1.4911,59200,<1H OCEAN,3.9702233250620345
-123.66,41.3,22,1580,372.0,686,264,1.8065,62700,<1H OCEAN,3.4707998892886796
-123.52,41.01,17,1564,345.0,517,222,2.1542,83800,INLAND,3.8900752019311113
-124.08,41.36,29,1029,239.0,509,196,2.0156,62800,NEAR OCEAN,3.115697559039492
-124.06,41.13,22,3263,799.0,1384,578,2.4708,119400,NEAR OCEAN,4.832442933462846
-124.14,41.06,32,1020,215.0,421,198,3.0208,143400,NEAR OCEAN,4.747086864406779
-124.1,41.04,26,1633,380.0,890,370,1.9741,97900,NEAR OCEAN,4.959221923914695
-124.01,40.97,21,1513,319.0,943,301,3.538,102700,<1H OCEAN,2.902769926512154
-124.0,40.92,29,1429,,672,266,2.9485,98800,<1H OCEAN,3.350856367644565
-124.01,40.89,28,1470,336.0,811,314,2.4559,75600,<1H OCEAN,3.078301233763589
-123.98,40.88,41,1719,372.0,844,336,2.6923,84200,<1H OCEAN,3.1274375069643057
-123.88,40.93,28,1272,259.0,519,220,3.2891,106300,<1H OCEAN,3.2318871423793745
-124.16,41.02,23,1672,385.0,1060,390,2.1726,75500,NEAR OCEAN,3.475098959771702
-124.08,40.99,18,3297,662.0,1554,578,2.6847,111300,NEAR OCEAN,4.145714604983797
-124.16,40.95,20,1075,214.0,529,196,3.1406,96000,NEAR OCEAN,3.0567407501751256
-124.11,40.95,19,1734,365.0,866,342,2.96,81700,NEAR OCEAN,2.760135135135135
-124.09,40.95,18,2250,484.0,1248,472,2.5893,99600,NEAR OCEAN,3.8465994670374233
-124.11,40.93,25,2392,474.0,1298,461,3.5076,73600,NEAR OCEAN,2.098300832478048
-124.11,40.93,17,1661,329.0,948,357,2.7639,90200,NEAR OCEAN,3.2635044683237453
-124.08,40.94,18,1550,345.0,941,335,2.3147,70100,NEAR OCEAN,3.028470212122521
-124.09,40.92,12,2497,491.0,1153,462,2.8182,126900,NEAR OCEAN,4.5028741750053225
-124.05,40.94,14,1452,217.0,516,181,5.0329,165600,NEAR OCEAN,3.2903495002881042
-124.1,40.95,17,1485,345.0,823,316,1.8993,78400,NEAR OCEAN,4.127836571368399
-124.07,40.81,23,2103,411.0,1019,387,2.9911,119700,NEAR OCEAN,4.001872220922069
-124.02,40.72,28,3513,634.0,1658,598,3.8095,119900,<1H OCEAN,3.147394671216695
-124.1,40.73,33,644,129.0,334,121,3.9659,111800,NEAR OCEAN,2.819032249930659
-124.17,40.74,17,2026,338.0,873,313,4.0357,128900,NEAR OCEAN,3.193993607057016
-124.14,40.72,18,2581,499.0,1375,503,2.8446,100500,NEAR OCEAN,3.5330099135203548
-124.14,40.67,23,580,117.0,320,109,4.2054,130600,NEAR OCEAN,3.105530983972987
-124.19,40.73,21,5694,1056.0,2907,972,3.5363,90100,NEAR OCEAN,2.547860758419817
-124.21,40.75,32,1218,331.0,620,268,1.6528,58100,NEAR OCEAN,3.515246853823814
-124.27,40.69,36,2349,528.0,1194,465,2.5179,79000,NEAR OCEAN,3.1375352476269907
-124.18,40.62,35,952,178.0,480,179,3.0536,107000,NEAR OCEAN,3.5040607807178414
-124.17,40.62,32,1595,309.0,706,277,2.8958,86400,NEAR OCEAN,2.9836314662614822
-124.13,40.62,43,2131,399.0,910,389,2.5804,92100,NEAR OCEAN,3.569214075337157
-124.16,40.6,39,1322,283.0,642,292,2.4519,85100,NEAR OCEAN,3.470777764182878
-124.15,40.59,39,1186,238.0,539,212,2.0938,79600,NEAR OCEAN,3.801700257904289
-124.14,40.6,27,1148,206.0,521,219,4.025,128100,NEAR OCEAN,3.1826086956521737
-124.14,40.59,22,1665,405.0,826,382,1.5625,66800,NEAR OCEAN,4.2752
-124.14,40.59,17,2985,610.0,1544,584,2.178,76800,NEAR OCEAN,3.5261707988980717
-124.05,40.59,32,1878,340.0,937,353,3.4408,95200,<1H OCEAN,2.766798418972332
-124.09,40.55,24,2978,553.0,1370,480,2.7644,97300,<1H OCEAN,3.519751121400665
-123.96,40.57,31,1854,365.0,883,310,2.3167,92600,<1H OCEAN,3.99706479043467
-123.73,40.48,25,2015,524.0,746,251,1.7153,77100,INLAND,4.4948405526730015
-124.14,40.58,25,1899,357.0,891,355,2.6987,92500,<1H OCEAN,3.4275762404120504
-124.14,40.57,29,2864,600.0,1314,562,2.1354,75100,<1H OCEAN,3.5169054977990064
-124.11,40.57,33,1348,234.0,573,236,2.4896,74100,<1H OCEAN,2.97638174807198
-124.13,40.55,38,544,,240,91,3.25,94800,<1H OCEAN,2.916923076923077
-124.1,40.5,30,1927,393.0,996,374,2.2357,72300,<1H OCEAN,3.23388647850785
-124.1,40.5,42,2380,553.0,1300,504,1.7574,57500,<1H OCEAN,3.271878912029134
-124.09,40.44,38,2220,426.0,1041,401,2.3947,70500,<1H OCEAN,2.9440013362842943
-124.1,40.47,52,1196,236.0,965,265,3.5345,55000,<1H OCEAN,1.556089970292828
-124.03,40.45,34,1006,213.0,443,158,2.6094,71300,<1H OCEAN,2.7324289108607345
-124.26,40.58,52,2217,394.0,907,369,2.3571,111400,NEAR OCEAN,4.726146535997624
-124.23,40.54,52,2694,453.0,1152,435,3.0806,106700,NEAR OCEAN,3.4636109848730765
-124.35,40.54,52,1820,300.0,806,270,3.0147,94600,NEAR OCEAN,3.13795734235579
-124.25,40.28,32,1430,419.0,434,187,1.9417,76100,NEAR OCEAN,3.9192460215275275
-124.08,40.06,17,1319,267.0,393,163,2.625,135600,NEAR OCEAN,5.1657142857142855
-124.0,40.22,16,2088,535.0,816,326,1.319,70700,<1H OCEAN,5.360121304018196
-123.84,40.28,28,2809,605.0,1093,438,2.0962,74000,<1H OCEAN,3.530197500238527
-123.68,40.24,31,1852,452.0,917,359,1.725,54300,<1H OCEAN,3.1478260869565218
-123.82,40.16,19,2283,634.0,1184,453,1.2227,76800,<1H OCEAN,6.2811809928846
-123.82,40.12,33,2985,591.0,1221,486,2.087,82400,<1H OCEAN,3.948251078102539
-123.75,40.11,35,2052,477.0,900,402,1.9625,101500,<1H OCEAN,5.171974522292993
-123.78,40.05,17,2019,496.0,899,347,2.1864,101900,<1H OCEAN,4.660629345042079
-115.52,33.12,38,1327,262.0,784,231,1.8793,60800,INLAND,3.2352471664981644
-115.52,33.13,18,1109,283.0,1006,253,2.163,53400,INLAND,2.4687933425797506
-115.51,33.12,21,1024,218.0,890,232,2.101,46700,INLAND,2.2227510709186102
-115.46,33.19,33,1234,373.0,777,298,1.0,40000,INLAND,4.0
-115.51,33.24,32,1995,523.0,1069,410,1.6552,43300,INLAND,2.6159980666988885
-115.6,33.2,37,709,187.0,390,142,2.4511,72500,INLAND,2.9578556566439556
-115.73,33.09,27,452,103.0,258,61,2.9,87500,INLAND,3.0172413793103448
-115.62,33.04,17,1009,231.0,745,217,2.0463,61200,INLAND,2.9907638176220495
-115.62,33.04,20,1121,244.0,766,230,2.2969,62000,INLAND,2.6992903478601593
-115.6,33.04,31,314,61.0,152,56,3.3472,91700,INLAND,2.7396032504780115
-115.41,32.99,29,1141,220.0,684,194,3.4038,107800,INLAND,3.16704859274928
-115.59,32.96,17,841,146.0,473,154,3.1979,113500,INLAND,3.549204165233434
-115.52,32.98,32,1615,382.0,1307,345,1.4583,58600,INLAND,4.018377562915724
-115.52,32.98,21,1302,327.0,1244,316,2.2054,66400,INLAND,3.0107916931168948
-115.53,32.99,25,2578,634.0,2082,565,1.7159,62200,INLAND,3.624919867125124
-115.51,32.99,20,1402,287.0,1104,317,1.9088,63700,INLAND,3.3371751886001677
-115.54,32.99,23,1459,373.0,1148,388,1.5372,69400,INLAND,4.514702055685663
-115.54,32.98,27,1513,395.0,1121,381,1.9464,60600,INLAND,3.1134401972872996
-115.54,32.99,17,1697,268.0,911,254,4.3523,96000,INLAND,2.2057303035176807
-115.55,32.98,24,2565,530.0,1447,473,3.2593,80800,INLAND,2.4790599208418986
-115.54,32.97,41,2429,454.0,1188,430,3.0091,70800,INLAND,2.3528629822870624
-115.53,32.97,35,1583,340.0,933,318,2.4063,70700,INLAND,2.9381207663217386
-115.55,32.98,33,2266,365.0,952,360,5.4349,143000,INLAND,2.6311431673075862
-115.56,32.96,21,2164,480.0,1164,421,3.8177,107200,INLAND,2.8079733871178982
-115.53,32.97,34,2231,545.0,1568,510,1.5217,60300,INLAND,3.9626733258855227
-115.52,32.97,24,1617,366.0,1416,401,1.975,66400,INLAND,3.3620253164556964
-115.52,32.97,10,1879,387.0,1376,337,1.9911,67500,INLAND,3.390085882175682
-115.32,32.82,34,591,139.0,327,89,3.6528,100000,INLAND,2.7376259307928166
-115.39,32.76,16,1136,196.0,481,185,6.2558,146300,INLAND,2.338629751590524
-115.4,32.86,19,1087,171.0,649,173,3.3182,113800,INLAND,3.4295702489301427
-115.37,32.81,23,1458,294.0,866,275,2.3594,74300,INLAND,3.149105704840214
-115.37,32.82,14,1276,270.0,867,261,1.9375,80900,INLAND,4.175483870967742
-115.37,32.82,30,1602,322.0,1130,335,3.5735,71100,INLAND,1.9896460053169163
-115.38,32.82,38,1892,394.0,1175,374,1.9939,65800,INLAND,3.300065198856512
-115.38,32.81,35,1263,262.0,950,241,1.8958,67500,INLAND,3.560502162675388
-115.37,32.81,32,741,191.0,623,169,1.7604,68600,INLAND,3.8968416269029764
-115.57,32.85,33,1365,269.0,825,250,3.2396,62300,INLAND,1.9230769230769234
-115.57,32.85,17,1039,256.0,728,246,1.7411,63500,INLAND,3.6471196370110848
-115.57,32.84,29,1207,301.0,804,288,1.9531,61100,INLAND,3.1283600430085503
-115.57,32.83,31,1494,289.0,959,284,3.5282,67500,INLAND,1.913156850518678
-115.59,32.85,20,1608,274.0,862,248,4.875,90800,INLAND,1.8625641025641027
-115.6,32.87,3,1629,317.0,1005,312,4.1293,83200,INLAND,2.014869348315695
-115.49,32.87,19,541,104.0,457,106,3.3583,102800,INLAND,3.061072566477087
-115.64,32.8,23,1228,235.0,569,235,3.1667,125000,INLAND,3.947326870243471
-115.69,32.79,18,1564,340.0,1161,343,2.1792,55200,INLAND,2.533039647577093
-115.73,32.8,44,472,81.0,206,57,2.2083,93800,INLAND,4.247611284698637
-115.72,32.75,16,348,99.0,123,54,2.0938,87500,INLAND,4.179004680485242
-115.64,32.75,19,377,69.0,198,55,1.625,112500,INLAND,6.923076923076923
-115.58,32.81,5,805,143.0,458,143,4.475,96300,INLAND,2.1519553072625697
-115.55,32.82,34,1540,316.0,1013,274,2.5664,67500,INLAND,2.6301433915211976
-115.58,32.81,10,1088,203.0,533,201,3.6597,87500,INLAND,2.3909063584446812
-115.57,32.8,17,1492,426.0,1595,428,1.7188,69900,INLAND,4.066790784268094
-115.57,32.8,16,1307,359.0,961,327,1.1853,72600,INLAND,6.125031637560111
-115.57,32.8,16,2276,594.0,1184,513,1.875,93800,INLAND,5.002666666666666
-115.48,32.8,21,1260,246.0,805,239,2.6172,88500,INLAND,3.3814763869784503
-115.52,32.77,18,1715,337.0,1166,333,2.2417,79200,INLAND,3.53303296605255
-115.53,32.73,14,1527,325.0,1453,332,1.735,61200,INLAND,3.527377521613833
-115.52,32.73,17,1190,275.0,1113,258,2.3571,63100,INLAND,2.67701837003097
-115.5,32.75,13,330,72.0,822,64,3.4107,142500,INLAND,4.178027970797784
-115.55,32.8,23,666,142.0,580,160,2.1136,61000,INLAND,2.8860711582134746
-115.55,32.79,22,565,162.0,692,141,1.2083,53600,INLAND,4.4359844409500955
-115.54,32.79,30,752,194.0,733,186,1.6607,56100,INLAND,3.378093574998495
-115.54,32.79,23,1712,403.0,1370,377,1.275,60400,INLAND,4.737254901960784
-115.55,32.79,23,1004,221.0,697,201,1.6351,59600,INLAND,3.6450370007950585
-115.57,32.8,33,1192,213.0,1066,211,4.5714,68600,INLAND,1.5006343789648686
-115.56,32.8,25,1311,375.0,1193,351,2.1979,63900,INLAND,2.9073206242322214
-115.56,32.8,28,1672,416.0,1335,397,1.5987,59400,INLAND,3.7155188590729966
-115.56,32.8,15,1171,328.0,1024,298,1.3882,69400,INLAND,4.99927964270278
-115.56,32.79,18,1178,438.0,1377,429,1.3373,58300,INLAND,4.3595303970687205
-115.56,32.78,34,2856,555.0,1627,522,3.2083,76200,INLAND,2.3750896113206372
-115.56,32.79,20,2372,835.0,2283,767,1.1707,62500,INLAND,5.338686256086103
-115.57,32.79,50,1291,277.0,864,274,1.6667,68100,INLAND,4.085918281634367
-115.56,32.78,46,2511,490.0,1583,469,3.0603,70800,INLAND,2.3134986766003336
-115.56,32.78,35,1185,202.0,615,191,4.6154,86200,INLAND,1.867660441131863
-115.57,32.78,25,2007,301.0,1135,332,5.128,99600,INLAND,1.9422776911076443
-115.56,32.78,29,1568,283.0,848,245,3.1597,76200,INLAND,2.4116213564578914
-115.55,32.78,5,2652,606.0,1767,536,2.8025,84300,INLAND,3.008028545941124
-115.58,32.78,5,2494,414.0,1416,421,5.7843,110100,INLAND,1.9034282454229552
-115.59,32.79,8,2183,307.0,1000,287,6.3814,159900,INLAND,2.5057197480176763
-115.58,32.79,14,1687,507.0,762,451,1.6635,64400,INLAND,3.8713555755936278
-115.57,32.79,34,1152,208.0,621,208,3.6042,73600,INLAND,2.0420620387325896
-115.57,32.78,29,2321,367.0,1173,360,4.0375,86400,INLAND,2.139938080495356
-115.57,32.78,20,1534,235.0,871,222,6.2715,97200,INLAND,1.54986845252332
-115.57,32.78,15,1413,279.0,803,277,4.3021,87500,INLAND,2.0338904256060992
-115.56,32.76,15,1278,217.0,653,185,4.4821,140300,INLAND,3.130229133665023
-115.59,32.69,30,935,177.0,649,148,2.5769,94400,INLAND,3.663316387907951
-115.49,32.69,17,1960,389.0,1691,356,1.899,64000,INLAND,3.370194839389152
