longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,CLUSTER_ID,city,group
-118.29,33.73,21,2492,711.0,1699,672,2.1382,242300,NEAR OCEAN,4,San Pedro,Affordable
-118.29,33.73,30,2835,711.0,1669,652,3.3616,268500,NEAR OCEAN,4,San Pedro,Affordable
-118.3,33.73,42,1731,,866,403,2.7451,255400,NEAR OCEAN,4,San Pedro,Affordable
-118.3,33.74,23,3075,860.0,1584,806,2.9386,260500,NEAR OCEAN,4,San Pedro,Affordable
-118.31,33.73,36,1725,295.0,799,306,5.0874,368500,NEAR OCEAN,4,San Pedro,Affordable
-118.31,33.73,52,1665,280.0,656,282,5.249,351900,NEAR OCEAN,4,San Pedro,Affordable
-118.3,33.74,20,2625,673.0,1184,606,3.9167,285200,NEAR OCEAN,4,San Pedro,Affordable
-118.3,33.73,47,2852,603.0,1130,560,4.194,293900,NEAR OCEAN,4,San Pedro,Affordable
-118.31,33.73,52,2025,361.0,957,363,4.2059,350000,NEAR OCEAN,4,San Pedro,Affordable
-118.28,33.74,44,1853,556.0,2090,539,1.8584,248100,NEAR OCEAN,4,San Pedro,Affordable
-118.28,33.73,39,2602,802.0,2178,737,2.0469,234500,NEAR OCEAN,4,San Pedro,Affordable
-118.28,33.73,52,2085,588.0,1767,516,2.1935,243200,NEAR OCEAN,4,San Pedro,Affordable
-118.28,33.73,45,2137,559.0,1550,529,1.9167,227200,NEAR OCEAN,4,San Pedro,Affordable
-118.29,33.73,30,3161,,1865,771,2.7139,231700,NEAR OCEAN,4,San Pedro,Affordable
-118.29,33.72,25,2469,584.0,1253,535,3.1932,257500,NEAR OCEAN,4,San Pedro,Affordable
-118.3,33.72,28,2647,658.0,1459,595,3.4474,253400,NEAR OCEAN,4,San Pedro,Affordable
-118.3,33.72,28,2510,583.0,1388,554,3.3397,267800,NEAR OCEAN,4,San Pedro,Affordable
-118.3,33.73,40,2582,606.0,1304,588,3.5694,276400,NEAR OCEAN,4,San Pedro,Affordable
-118.31,33.73,52,1642,287.0,692,288,4.1812,321500,NEAR OCEAN,4,San Pedro,Affordable
-118.31,33.72,26,2711,508.0,1372,459,4.1451,326700,NEAR OCEAN,4,San Pedro,Affordable
-118.31,33.73,33,2265,366.0,986,388,5.4533,409800,NEAR OCEAN,4,San Pedro,Affordable
-118.32,33.73,25,1099,168.0,407,159,7.6886,500001,NEAR OCEAN,4,San Pedro,Affordable
-118.33,33.72,25,6191,1081.0,2297,1023,6.4246,446700,NEAR OCEAN,4,San Pedro,Affordable
-118.29,33.71,36,3135,746.0,1815,697,3.7596,300000,NEAR OCEAN,4,San Pedro,Affordable
-118.3,33.72,35,2790,,1167,441,6.2028,361500,NEAR OCEAN,4,San Pedro,Affordable
-118.29,33.71,40,1644,471.0,780,416,3.1071,464300,NEAR OCEAN,4,San Pedro,Affordable
-118.29,33.71,40,1933,475.0,902,412,4.25,332800,NEAR OCEAN,4,San Pedro,Affordable
-118.29,33.71,31,2809,666.0,1316,633,4.5606,303800,NEAR OCEAN,4,San Pedro,Affordable
-118.29,33.72,39,2651,590.0,1103,508,3.274,254300,NEAR OCEAN,4,San Pedro,Affordable
-118.29,33.72,21,1568,452.0,801,422,3.5109,225000,NEAR OCEAN,4,San Pedro,Affordable
-118.25,33.9,42,1386,320.0,1163,319,2.4271,89500,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.9,36,1135,231.0,614,227,2.5521,113100,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.9,38,796,159.0,679,167,3.6607,110400,<1H OCEAN,4,Long Beach,Affordable
-118.2,33.9,26,1000,275.0,1178,263,2.12,105000,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.9,35,2420,579.0,2010,540,2.0817,104600,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.9,41,941,233.0,973,253,1.9583,102300,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.9,35,1649,424.0,1786,388,1.4091,105600,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.9,30,1007,260.0,1112,238,1.7262,115600,<1H OCEAN,4,Long Beach,Affordable
-118.2,33.9,33,1435,322.0,1298,299,2.7813,105100,<1H OCEAN,4,Long Beach,Affordable
-118.19,33.9,36,1073,271.0,1385,288,2.3214,104800,<1H OCEAN,4,Long Beach,Affordable
-118.19,33.9,32,2762,652.0,2677,632,2.5719,105600,<1H OCEAN,4,Long Beach,Affordable
-118.19,33.9,36,2326,543.0,2073,494,1.9952,112900,<1H OCEAN,4,Long Beach,Affordable
-118.19,33.89,31,886,224.0,1154,247,2.1071,99500,<1H OCEAN,4,Long Beach,Affordable
-118.19,33.89,32,1696,438.0,1639,376,2.0357,107300,<1H OCEAN,4,Long Beach,Affordable
-118.2,33.89,37,2394,568.0,2499,551,2.5321,105100,<1H OCEAN,4,Long Beach,Affordable
-118.2,33.9,34,1552,444.0,2093,413,2.2125,103200,<1H OCEAN,4,Long Beach,Affordable
-118.19,33.89,38,4018,986.0,3702,927,2.9293,113600,<1H OCEAN,4,Long Beach,Affordable
-118.2,33.89,40,2538,564.0,2170,541,2.7212,107900,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.89,42,1254,225.0,929,235,4.364600000000001,116200,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.89,39,1565,364.0,1389,360,2.7443,113900,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.89,42,1739,370.0,1104,297,2.2125,120700,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.9,43,1810,357.0,1335,358,3.1189,118800,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.89,45,1211,234.0,1128,261,3.4792,110700,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.88,38,929,166.0,686,183,3.4485,119400,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.88,29,1976,444.0,1254,371,2.1782,126800,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.89,26,266,75.0,252,59,2.1211,138100,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.89,41,990,228.0,776,207,2.125,120200,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.89,37,797,190.0,485,166,2.7434,95200,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.89,36,873,240.0,1086,217,2.25,126600,<1H OCEAN,4,Long Beach,Affordable
-118.23,33.89,16,5003,1180.0,4145,1159,2.1389,133400,<1H OCEAN,4,Long Beach,Affordable
-118.24,33.89,34,1479,332.0,1166,322,2.6165,100900,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.9,22,312,107.0,583,119,1.9423,98400,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.9,40,1802,496.0,2096,468,2.3542,97900,<1H OCEAN,4,Long Beach,Affordable
-118.23,33.9,31,2143,522.0,2276,519,1.8095,100800,<1H OCEAN,4,Long Beach,Affordable
-118.23,33.9,34,2462,553.0,2334,502,1.641,96800,<1H OCEAN,4,Long Beach,Affordable
-118.23,33.9,28,1108,284.0,1498,289,2.4706,88800,<1H OCEAN,4,Long Beach,Affordable
-118.23,33.9,45,1285,238.0,840,211,3.4107,112500,<1H OCEAN,4,Long Beach,Affordable
-118.24,33.9,38,2055,442.0,1518,425,2.3382,103000,<1H OCEAN,4,Long Beach,Affordable
-118.24,33.9,35,1079,247.0,1055,243,2.375,93600,<1H OCEAN,4,Long Beach,Affordable
-118.24,33.9,39,642,129.0,475,123,1.2083,92600,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.9,37,2119,442.0,1372,406,1.9605,106200,<1H OCEAN,4,Long Beach,Affordable
-118.24,33.9,40,1308,272.0,901,257,2.8269,98000,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.9,38,1201,223.0,733,206,3.3804,105800,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.89,35,1582,391.0,1957,404,2.4537,91500,<1H OCEAN,4,Long Beach,Affordable
-118.24,33.89,32,1132,266.0,1211,279,2.1838,98300,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.89,41,1476,286.0,1086,278,2.4632,111700,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.89,36,406,71.0,268,77,3.9,115800,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.89,34,1367,288.0,1183,286,2.6812,104100,<1H OCEAN,4,Long Beach,Affordable
-118.24,33.88,37,1843,366.0,1207,351,2.4821,111000,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.88,37,1027,217.0,1042,254,2.2121,98600,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.89,37,1042,213.0,699,196,2.9643,103200,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.89,36,1527,309.0,1154,279,3.3095,105500,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.88,37,1149,280.0,1016,250,2.125,101900,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.88,35,998,313.0,1335,311,1.6574,102500,<1H OCEAN,4,Long Beach,Affordable
-118.23,33.89,35,1255,344.0,1782,343,2.1949,95100,<1H OCEAN,4,Long Beach,Affordable
-118.23,33.88,35,842,201.0,763,189,2.6719,109800,<1H OCEAN,4,Long Beach,Affordable
-118.23,33.88,41,1941,367.0,1204,323,3.0417,113700,<1H OCEAN,4,Long Beach,Affordable
-118.23,33.89,36,2598,514.0,1872,514,3.1667,117700,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.86,16,8732,1489.0,3944,1493,5.1948,203500,<1H OCEAN,4,Long Beach,Affordable
-118.24,33.85,25,9594,1489.0,5237,1496,5.9684,193300,<1H OCEAN,4,Long Beach,Affordable
-118.23,33.84,25,1106,207.0,888,216,5.3307,207000,<1H OCEAN,4,Long Beach,Affordable
-118.24,33.83,22,7368,1367.0,4721,1342,4.8438,213100,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.84,19,1731,420.0,1032,364,3.8125,208100,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.87,18,6812,1263.0,3704,1216,4.25,169200,<1H OCEAN,4,Long Beach,Affordable
-118.25,33.86,26,3022,476.0,1852,452,6.0531,186400,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.84,28,822,205.0,627,192,3.4583,166300,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.84,35,1131,273.0,1007,269,4.0219,168300,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.84,38,1928,429.0,1358,399,4.0687,160300,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.83,42,1370,299.0,1018,328,4.4474,160200,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.83,44,1792,404.0,1115,358,3.9091,174400,<1H OCEAN,4,Long Beach,Affordable
-118.22,33.83,43,1426,272.0,871,276,3.7083,175200,<1H OCEAN,4,Long Beach,Affordable
-118.21,33.83,38,793,193.0,601,187,2.8837,176100,NEAR OCEAN,4,Long Beach,Affordable
-118.1,33.9,35,1151,248.0,809,246,4.7813,160000,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.9,36,1215,279.0,862,285,3.7604,158700,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.9,37,1112,222.0,771,224,4.2132,164600,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.9,41,550,129.0,642,125,1.875,119900,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.9,36,1047,227.0,975,239,3.1897,155000,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.9,37,1161,254.0,882,236,4.4167,158000,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.89,26,2483,412.0,1538,449,5.1104,220500,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.89,29,1138,217.0,964,222,4.537,185300,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.89,17,2223,544.0,2008,512,3.0777,160800,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.89,35,1145,274.0,1651,265,3.125,120300,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.89,28,1035,275.0,1545,269,3.0357,123400,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.89,35,1071,290.0,1412,274,3.1917,114900,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.89,37,1152,259.0,981,225,3.2857,153600,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.9,39,2502,546.0,1849,518,3.8846,164100,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.9,42,1007,224.0,776,228,3.8672,162700,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.9,45,1776,353.0,1180,337,4.6406,169200,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.9,44,1167,237.0,733,237,4.208300000000001,168300,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.9,42,1768,372.0,1155,368,3.558,161100,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.9,37,1147,258.0,742,242,4.0461,153500,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.9,33,3326,720.0,2533,689,3.1441,176300,<1H OCEAN,4,Long Beach,Affordable
-118.1,33.9,43,1237,243.0,776,246,4.325,166000,<1H OCEAN,4,Long Beach,Affordable
-118.1,33.9,40,1880,377.0,1229,378,4.4167,174600,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.89,41,834,166.0,603,179,3.7321,167500,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.89,42,1150,215.0,708,204,3.6875,171500,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.89,42,991,,717,219,4.0926,164400,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.89,27,3399,882.0,2465,811,3.099,166600,<1H OCEAN,4,Long Beach,Affordable
-118.1,33.89,34,2242,436.0,1483,443,4.493400000000001,185600,<1H OCEAN,4,Long Beach,Affordable
-118.1,33.9,37,1061,202.0,768,206,4.75,161900,<1H OCEAN,4,Long Beach,Affordable
-118.1,33.9,37,796,175.0,740,183,3.6,156400,<1H OCEAN,4,Long Beach,Affordable
-118.1,33.89,36,769,142.0,498,137,4.7159,182100,<1H OCEAN,4,Long Beach,Affordable
-118.1,33.89,35,994,203.0,602,185,3.5865,178000,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.9,35,2604,495.0,1465,470,4.489600000000001,184600,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.9,26,4173,893.0,2471,863,3.5052,196000,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.89,35,1139,197.0,772,233,4.375,204700,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.88,35,1623,304.0,868,272,3.5893,276000,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.89,34,2508,594.0,1549,545,3.2069,236500,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.9,35,1323,269.0,1084,240,5.0753,178000,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.9,36,1347,278.0,748,278,5.1423,183100,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.9,38,1475,269.0,827,265,4.7663,191600,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.9,26,2145,471.0,1150,429,3.5972,225800,<1H OCEAN,4,Long Beach,Affordable
-118.15,33.9,20,2850,737.0,1855,662,2.809,144600,<1H OCEAN,4,Long Beach,Affordable
-118.16,33.9,28,2410,616.0,2399,594,2.7339,156700,<1H OCEAN,4,Long Beach,Affordable
-118.17,33.9,12,3653,993.0,3215,854,2.8681,114200,<1H OCEAN,4,Long Beach,Affordable
-118.18,33.9,25,1709,442.0,1177,410,2.4333,155000,<1H OCEAN,4,Long Beach,Affordable
-118.18,33.9,32,1452,365.0,1888,366,3.5461,146400,<1H OCEAN,4,Long Beach,Affordable
-118.18,33.9,32,778,227.0,933,209,2.7292,143800,<1H OCEAN,4,Long Beach,Affordable
-118.18,33.9,31,2536,603.0,2625,576,3.0909,150900,<1H OCEAN,4,Long Beach,Affordable
-118.18,33.9,34,1248,320.0,1960,338,3.1012,140400,<1H OCEAN,4,Long Beach,Affordable
-118.16,33.89,38,483,113.0,389,108,2.1859,143800,<1H OCEAN,4,Long Beach,Affordable
-118.16,33.89,6,1655,536.0,1201,487,1.7344,145800,<1H OCEAN,4,Long Beach,Affordable
-118.17,33.89,52,63,12.0,47,8,7.2423,350000,<1H OCEAN,4,Long Beach,Affordable
-118.17,33.89,11,3605,880.0,3637,873,2.6328,160700,<1H OCEAN,4,Long Beach,Affordable
-118.18,33.89,25,5896,1464.0,4149,1362,2.6742,131900,<1H OCEAN,4,Long Beach,Affordable
-118.15,33.89,30,4426,995.0,4196,921,3.274,148300,<1H OCEAN,4,Long Beach,Affordable
-118.15,33.88,24,4232,1092.0,2688,1035,2.52,146000,<1H OCEAN,4,Long Beach,Affordable
-118.15,33.89,33,2848,641.0,2319,647,3.407,190800,<1H OCEAN,4,Long Beach,Affordable
-118.16,33.89,46,940,219.0,599,214,3.2813,190900,<1H OCEAN,4,Long Beach,Affordable
-118.16,33.88,30,1694,398.0,1181,383,2.9779,169500,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.9,36,1814,350.0,886,347,3.4868,208400,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.89,33,3668,867.0,2368,845,2.8906,204900,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.89,33,2867,786.0,1774,705,2.9292,183400,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.89,36,599,125.0,361,139,5.0395,225800,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.9,36,1477,305.0,788,291,3.625,195800,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.9,39,1379,282.0,883,291,3.3375,180100,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.9,35,1458,261.0,686,236,3.9038,202700,<1H OCEAN,4,Long Beach,Affordable
-118.12,33.9,35,3478,730.0,1885,673,2.9375,206500,<1H OCEAN,4,Long Beach,Affordable
-118.12,33.89,22,6876,1960.0,5162,1879,2.9293,170800,<1H OCEAN,4,Long Beach,Affordable
-118.12,33.89,29,2666,848.0,2030,781,2.5432,180900,<1H OCEAN,4,Long Beach,Affordable
-118.12,33.9,38,1222,282.0,756,256,4.125,173900,<1H OCEAN,4,Long Beach,Affordable
-118.12,33.88,25,1768,559.0,983,488,2.6184,243800,<1H OCEAN,4,Long Beach,Affordable
-118.12,33.88,40,2344,571.0,1305,544,3.1923,191900,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.88,32,3088,1024.0,1981,956,2.2027,192700,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.89,29,2823,737.0,1723,678,2.7121,165500,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.89,37,1159,238.0,740,243,4.9107,179600,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.89,39,1744,339.0,1048,330,4.5735,195500,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.88,30,2596,580.0,1662,539,4.0507,179500,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.89,33,1250,276.0,866,268,4.1708,175000,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.88,41,1531,343.0,1119,341,4.364600000000001,161400,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.88,24,3305,982.0,2085,881,2.6641,168200,<1H OCEAN,4,Long Beach,Affordable
-118.15,33.87,29,2690,659.0,1747,617,3.3713,198200,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.88,19,3203,708.0,1761,667,4.0911,239700,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.87,33,1379,254.0,795,297,4.6713,231800,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.87,15,3254,598.0,1772,618,5.0417,240800,<1H OCEAN,4,Long Beach,Affordable
-118.12,33.87,21,3764,1081.0,1919,977,2.5057,156300,<1H OCEAN,4,Long Beach,Affordable
-118.12,33.88,36,1083,218.0,557,210,3.0795,218400,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.88,32,1788,459.0,1131,461,3.5278,166100,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.87,20,3638,868.0,2326,822,3.3304,194600,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.87,21,6618,1773.0,4396,1649,3.0989,171400,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.88,17,7187,1073.0,3844,1068,6.5901,337400,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.87,18,4928,773.0,2952,754,5.8855,313800,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.88,16,4934,825.0,2668,810,5.748,284200,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.88,17,2407,539.0,1422,524,4.2619,139700,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.88,18,2436,375.0,1303,386,6.1968,344700,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.87,18,3405,556.0,1945,509,5.7652,299100,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.86,17,2259,383.0,1378,386,5.8733,287000,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.85,19,4261,678.0,2621,661,6.2427,288700,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.86,17,3666,562.0,2104,579,5.6818,338900,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.85,16,3771,606.0,2196,564,7.0113,319700,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.86,16,5603,938.0,3045,893,5.0778,293700,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.86,16,2851,626.0,1985,603,5.4089,265600,<1H OCEAN,4,Long Beach,Affordable
-118.05,33.86,16,2676,391.0,1377,395,6.5513,350400,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.85,16,4851,726.0,2527,704,6.0142,437400,<1H OCEAN,4,Long Beach,Affordable
-118.1,33.88,18,8046,1221.0,4276,1228,6.5515,319600,<1H OCEAN,4,Long Beach,Affordable
-118.1,33.86,21,3052,624.0,1588,568,4.3397,268100,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.85,19,8120,1371.0,5026,1345,6.3093,286500,<1H OCEAN,4,Long Beach,Affordable
-118.1,33.85,19,993,174.0,572,175,5.7039,277600,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.88,27,3065,736.0,1840,719,3.6417,208100,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.88,27,3119,635.0,1887,567,3.8654,195300,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.89,32,1819,386.0,1679,360,3.5562,146000,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.89,33,2131,435.0,2045,426,4.0,145700,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.88,27,923,186.0,1014,204,3.825,159500,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.88,30,1901,519.0,2685,496,3.2639,120100,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.88,26,1507,270.0,931,275,5.1645,244900,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.87,23,2536,552.0,2012,556,4.1406,200800,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.87,28,2399,436.0,1613,429,3.6339,220100,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.87,31,3498,728.0,2098,697,3.9837,246000,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.86,31,2943,518.0,1703,472,3.7091,225900,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.86,28,1789,352.0,1347,330,3.425,189700,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.86,26,778,173.0,539,186,3.2679,236500,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.86,29,3260,783.0,1969,737,3.5268,215500,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.86,29,1018,235.0,684,248,3.3333,198800,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.84,31,2377,600.0,2042,593,3.625,170400,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.84,31,2906,578.0,1806,553,4.8448,194600,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.84,23,4412,910.0,2380,825,4.54,213100,<1H OCEAN,4,Long Beach,Affordable
-118.09,33.84,27,1594,295.0,1061,320,4.7917,217700,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.85,22,1055,204.0,682,216,6.0,191300,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.84,28,4216,948.0,2997,896,3.7961,162700,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.84,25,3696,953.0,2827,860,3.3438,153300,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.84,26,6960,1454.0,4367,1437,4.7953,210900,<1H OCEAN,4,Long Beach,Affordable
-118.06,33.84,20,5643,1231.0,3841,1195,4.0542,168400,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.82,27,3481,576.0,1660,560,5.7965,228200,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.82,26,4259,588.0,1644,581,6.2519,345700,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.83,30,2188,556.0,2727,525,2.7759,136800,<1H OCEAN,4,Long Beach,Affordable
-118.08,33.82,30,2636,652.0,3412,649,2.8095,118300,<1H OCEAN,4,Long Beach,Affordable
-118.07,33.83,17,4822,1168.0,3868,1117,2.5978,142900,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.86,33,2389,410.0,1229,393,5.3889,234900,<1H OCEAN,4,Long Beach,Affordable
-118.11,33.86,35,1255,252.0,685,279,4.2,226900,<1H OCEAN,4,Long Beach,Affordable
-118.12,33.86,44,2663,511.0,1277,462,4.3194,199500,<1H OCEAN,4,Long Beach,Affordable
-118.12,33.87,43,1633,355.0,837,350,3.0405,188000,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.87,45,1606,300.0,735,295,4.6765,198400,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.86,45,1320,256.0,645,256,4.400000000000001,209500,<1H OCEAN,4,Long Beach,Affordable
-118.13,33.86,45,1866,343.0,919,344,3.5833,200200,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.87,44,1661,315.0,985,319,4.3942,219500,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.86,43,2104,382.0,1071,396,5.0,208900,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.86,44,1436,257.0,745,233,4.625,213400,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.86,44,1276,234.0,538,213,4.8667,218300,<1H OCEAN,4,Long Beach,Affordable
-118.14,33.87,44,1607,271.0,799,283,5.084,214100,<1H OCEAN,4,Long Beach,Affordable
-118.15,33.86,36,1578,312.0,827,311,4.8942,194100,<1H OCEAN,4,Long Beach,Affordable
-118.15,33.86,34,2403,413.0,1385,386,4.493400000000001,213800,<1H OCEAN,4,Long Beach,Affordable
-118.16,33.88,33,2180,522.0,1634,467,3.0114,167000,<1H OCEAN,4,Long Beach,Affordable
-118.15,33.87,33,2373,552.0,1673,571,3.0685,181800,<1H OCEAN,4,Long Beach,Affordable
-118.16,33.87,32,1854,471.0,1363,478,2.6406,156700,<1H OCEAN,4,Long Beach,Affordable
-118.16,33.88,18,2287,662.0,1804,537,1.9903,170300,<1H OCEAN,4,Long Beach,Affordable
-118.17,33.88,29,815,206.0,590,183,3.0052,166700,<1H OCEAN,4,Long Beach,Affordable
-118.17,33.88,42,1645,371.0,1161,351,3.0893,162700,<1H OCEAN,4,Long Beach,Affordable
-118.18,33.88,47,882,185.0,536,174,4.625,163000,<1H OCEAN,4,Long Beach,Affordable
-118.18,33.88,44,1308,267.0,783,237,4.7361,167700,<1H OCEAN,4,Long Beach,Affordable
-118.18,33.88,42,2326,503.0,1832,501,3.1713,161000,<1H OCEAN,4,Long Beach,Affordable
-118.19,33.87,27,4701,1359.0,2571,1216,2.5417,184100,<1H OCEAN,4,Long Beach,Affordable
-118.19,33.87,35,1769,436.0,1166,386,2.875,178300,<1H OCEAN,4,Long Beach,Affordable
-118.19,33.86,42,1999,431.0,1060,399,3.7031,167100,<1H OCEAN,4,Long Beach,Affordable
-118.19,33.86,46,1824,438.0,1200,451,3.4375,156700,<1H OCEAN,4,Long Beach,Affordable
